Subject,Sex,TrialID,Age,Image,CategoryName,Category,CategoryNum,list_size,Likert_list_size,working_size,Likert_working_size,total_size,Likert_total_size,FixationsCount,AvgFixDuration,AvgSaccadeLength,AverageSaccadeVelocity,TotalFixationTime,AvgSaccadeDistance,RegressionNum,StimulusType,tree_depth,left_discrepaNAcy,right_discrepaNAcy
S173,M,7,21,62,Mental,M,2,20,1,NA,NA,NA,NA,97,231.5051546,147.8232,2.04806,NA,NA,0,mental,NA,NA,NA
S173,M,58,21,80,Mental,M,2,20,1,NA,NA,NA,NA,12,339.0833333,180.902,2.828212,NA,NA,0,mental,NA,NA,NA
S173,M,63,21,81,Mental,M,2,30,1,NA,NA,NA,NA,4,137.5,125.5292,0.8020262,NA,NA,0,mental,NA,NA,NA
S173,M,11,21,64,Mental,M,2,40,1,NA,NA,NA,NA,40,306.275,127.4494,2.147631,NA,NA,0,mental,NA,NA,NA
S173,M,65,21,82,Mental,M,2,40,1,NA,NA,NA,NA,7,145.2857143,NA,1.274861,449,NA,0,mental,NA,NA,NA
S173,M,12,21,65,Mental,M,2,50,2,NA,NA,NA,NA,21,155.6190476,111.1635,1.453794,NA,NA,0,mental,NA,NA,NA
S173,M,71,21,83,Mental,M,2,50,2,NA,NA,NA,NA,20,141.75,252.61,1.787287,NA,NA,0,mental,NA,NA,NA
S173,M,14,21,66,Mental,M,2,60,2,NA,NA,NA,NA,87,166.2183908,NA,9.308312,NA,NA,0,mental,NA,NA,NA
S173,M,74,21,84,Mental,M,2,60,2,NA,NA,NA,NA,10,171.9,287.6979,1.380996,NA,NA,0,mental,NA,NA,NA
S173,M,20,21,67,Mental,M,2,70,2,NA,NA,NA,NA,11,131.9090909,149.4405,2.652055,666,NA,0,mental,NA,NA,NA
S173,M,22,21,68,Mental,M,2,80,2,NA,NA,NA,NA,13,195,179.807,2.085101,NA,NA,0,mental,NA,NA,NA
S173,M,77,21,86,Mental,M,2,80,2,NA,NA,NA,NA,15,114.6666667,NA,5.446067,NA,NA,0,mental,NA,NA,NA
S173,M,26,21,69,Mental,M,2,90,3,NA,NA,NA,NA,18,156.5,175.2738,2.588747,NA,NA,0,mental,NA,NA,NA
S173,M,27,21,70,Mental,M,2,100,3,NA,NA,NA,NA,14,165.9285714,90.10905,1.098301,NA,NA,0,mental,NA,NA,NA
S173,M,33,21,71,Mental,M,2,110,3,NA,NA,NA,NA,16,228.4375,281.3788,1.496314,NA,NA,0,mental,NA,NA,NA
S173,M,34,21,72,Mental,M,2,120,3,NA,NA,NA,NA,22,192.5454545,197.3025,2.933044,NA,NA,0,mental,NA,NA,NA
S173,M,37,21,73,Mental,M,2,130,3,NA,NA,NA,NA,22,145.6818182,182.6482,1.931794,NA,NA,1,mental,NA,NA,NA
S173,M,47,21,74,Mental,M,2,140,4,NA,NA,NA,NA,12,222.5,178.8956,1.958607,351,26.89124489,1,mental,NA,NA,NA
S173,M,48,21,75,Mental,M,2,150,4,NA,NA,NA,NA,9,NA,191.9048,2.99984,NA,NA,2,mental,NA,NA,NA
S173,M,8,21,63,Mental,M,2,30,1,NA,NA,NA,NA,26,200.7692308,169.4836,2.784739,NA,NA,0,swap1,NA,NA,NA
S173,M,51,21,76,Mental,M,2,160,4,NA,NA,NA,NA,18,NA,255.5218,1.828507,NA,25.51092148,5,swap1,NA,NA,NA
S173,M,54,21,77,Mental,M,2,170,4,NA,NA,NA,NA,18,NA,33.32362,1.66536,NA,NA,9,swap1,NA,NA,NA
S174,M,72,22,85,Mental,M,2,70,2,NA,NA,NA,NA,21,124,170.3554,1.129382,552,NA,0,mental,NA,NA,NA
S174,M,54,22,78,Mental,M,2,0,1,NA,NA,NA,NA,21,291.6190476,NA,3.79958,NA,NA,0,mental,NA,NA,NA
S174,M,1,22,61,Mental,M,2,10,1,NA,NA,NA,NA,32,196.53125,166.7381,2.470031,NA,93.41138755,0,mental,NA,NA,NA
S174,M,56,22,79,Mental,M,2,10,1,NA,NA,NA,NA,24,213.4583333,123.1662,2.090778,NA,NA,0,mental,NA,NA,NA
S174,M,4,22,62,Mental,M,2,20,1,NA,NA,NA,NA,10,NA,NA,25.93778,NA,NA,0,mental,NA,NA,NA
S174,M,60,22,80,Mental,M,2,20,1,NA,NA,NA,NA,25,178.4,95.77145,1.245796,NA,NA,0,mental,NA,NA,NA
S174,M,62,22,81,Mental,M,2,30,1,NA,NA,NA,NA,12,229.4166667,274.6753,1.778397,850,NA,0,mental,NA,NA,NA
S174,M,8,22,64,Mental,M,2,40,1,NA,NA,NA,NA,43,152.8604651,152.6955,1.708725,NA,76.7625227,0,mental,NA,NA,NA
S174,M,63,22,82,Mental,M,2,40,1,NA,NA,NA,NA,3,111,NA,0.502509,NA,NA,0,mental,NA,NA,NA
S174,M,12,22,65,Mental,M,2,50,2,NA,NA,NA,NA,12,175,NA,6.085021,NA,NA,0,mental,NA,NA,NA
S174,M,65,22,83,Mental,M,2,50,2,NA,NA,NA,NA,11,136.5454545,287.9472,1.858664,NA,NA,0,mental,NA,NA,NA
S174,M,14,22,66,Mental,M,2,60,2,NA,NA,NA,NA,1,250,NA,NA,NA,NA,0,mental,NA,NA,NA
S174,M,70,22,84,Mental,M,2,60,2,NA,NA,NA,NA,10,155.1,NA,8.3373,NA,NA,0,mental,NA,NA,NA
S174,M,18,22,67,Mental,M,2,70,2,NA,NA,NA,NA,12,237.6666667,150.4613,2.483804,NA,88.99172846,0,mental,NA,NA,NA
S174,M,19,22,68,Mental,M,2,80,2,NA,NA,NA,NA,8,148,NA,2.679939,NA,NA,0,mental,NA,NA,NA
S174,M,74,22,86,Mental,M,2,80,2,NA,NA,NA,NA,8,166.625,166.9953,2.299148,1200,NA,0,mental,NA,NA,NA
S174,M,28,22,69,Mental,M,2,90,3,NA,NA,NA,NA,18,168.7222222,167.1971,1.762593,NA,94.23045158,0,mental,NA,NA,NA
S174,M,80,22,87,Mental,M,2,90,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,mental,NA,NA,NA
S174,M,29,22,70,Mental,M,2,100,3,NA,NA,NA,NA,38,119.3421053,214.807,1.463171,NA,NA,0,mental,NA,NA,NA
S174,M,84,22,88,Mental,M,2,100,3,NA,NA,NA,NA,13,178.5384615,217.813,2.263269,NA,NA,0,mental,NA,NA,NA
S174,M,86,22,89,Mental,M,2,110,3,NA,NA,NA,NA,5,110.4,124.9559,1.805778,NA,NA,0,mental,NA,NA,NA
S174,M,33,22,71,Mental,M,2,110,3,NA,NA,NA,NA,26,208.5769231,NA,4.565913,NA,80.84349823,0,mental,NA,NA,NA
S174,M,34,22,72,Mental,M,2,120,3,NA,NA,NA,NA,4,NA,221.1935,1.392805,NA,NA,0,mental,NA,NA,NA
S174,M,35,22,73,Mental,M,2,130,3,NA,NA,NA,NA,23,167.6086957,168.3097,2.006793,NA,NA,1,mental,NA,NA,NA
S174,M,40,22,74,Mental,M,2,140,4,NA,NA,NA,NA,2,92,23.57676,0.03143568,NA,NA,1,mental,NA,NA,NA
S174,M,44,22,75,Mental,M,2,150,4,NA,NA,NA,NA,22,133.6363636,179.0505,1.624468,1603,100.0591741,2,mental,NA,NA,NA
S174,M,50,22,76,Mental,M,2,160,4,NA,NA,NA,NA,9,NA,119.6027,2.169318,NA,NA,4,mental,NA,NA,NA
S174,M,52,22,77,Mental,M,2,170,4,NA,NA,NA,NA,45,323.3111111,138.0082,2.3645,NA,38.81265335,10,mental,NA,NA,NA
S174,M,6,22,63,Mental,M,2,30,1,NA,NA,NA,NA,80,182.2,167.135,2.114324,NA,NA,0,swap1,NA,NA,NA
S174,M,88,22,90,Mental,M,2,120,3,NA,NA,NA,16,78,174.3589744,119.7061,2.684825,NA,78.36817568,0,swap2,NA,NA,NA
S175,M,75,24,85,Mental,M,2,70,2,NA,NA,NA,NA,13,196.4615385,NA,1.33363,NA,NA,0,mental,NA,NA,NA
S175,M,54,24,77,Mental,M,2,170,4,NA,NA,NA,NA,NA,163.987013,99.79595,1.499719,NA,44.15878042,26,mental,NA,NA,NA
S175,M,55,24,78,Mental,M,2,0,1,NA,NA,NA,NA,9,179.8888889,164.4865,1.887815,267,NA,0,mental,NA,NA,NA
S175,M,3,24,61,Mental,M,2,10,1,NA,NA,NA,NA,32,184.5625,224.5541,1.61761,NA,NA,0,mental,NA,NA,NA
S175,M,58,24,79,Mental,M,2,10,1,NA,NA,NA,NA,31,210,149.4035,1.704002,NA,NA,0,mental,NA,NA,NA
S175,M,4,24,62,Mental,M,2,20,1,NA,NA,NA,NA,52,234.8076923,158.3961,2.455337,NA,NA,0,mental,NA,NA,NA
S175,M,59,24,80,Mental,M,2,20,1,NA,NA,NA,NA,13,244,282.2971,1.89083,NA,NA,0,mental,NA,NA,NA
S175,M,63,24,81,Mental,M,2,30,1,NA,NA,NA,NA,28,197.2142857,157.8767,2.314581,NA,NA,0,mental,NA,NA,NA
S175,M,9,24,64,Mental,M,2,40,1,NA,NA,NA,NA,21,175.4285714,188.1362,1.089824,NA,42.52134056,0,mental,NA,NA,NA
S175,M,64,24,82,Mental,M,2,40,1,NA,NA,NA,NA,42,181.1666667,NA,2.660614,NA,NA,0,mental,NA,NA,NA
S175,M,11,24,65,Mental,M,2,50,2,NA,NA,NA,NA,27,223,201.3333,3.225076,NA,NA,0,mental,NA,NA,NA
S175,M,73,24,83,Mental,M,2,50,2,NA,NA,NA,NA,24,306.4583333,243.4866,3.347928,NA,NA,0,mental,NA,NA,NA
S175,M,13,24,66,Mental,M,2,60,2,NA,NA,NA,NA,22,157.6363636,NA,5.087842,599,NA,0,mental,NA,NA,NA
S175,M,74,24,84,Mental,M,2,60,2,NA,NA,NA,NA,12,178.25,162.0089,2.775041,1402,NA,0,mental,NA,NA,NA
S175,M,14,24,67,Mental,M,2,70,2,NA,NA,NA,NA,12,169.8333333,NA,9.737659,NA,NA,0,mental,NA,NA,NA
S175,M,16,24,68,Mental,M,2,80,2,NA,NA,NA,NA,5,183.6,245.1148,1.586798,NA,NA,0,mental,NA,NA,NA
S175,M,77,24,86,Mental,M,2,80,2,NA,NA,NA,NA,7,164.2857143,166.9244,1.590677,NA,NA,0,mental,NA,NA,NA
S175,M,19,24,69,Mental,M,2,90,3,NA,NA,NA,NA,8,127,205.2447,1.052511,NA,NA,0,mental,NA,NA,NA
S175,M,80,24,87,Mental,M,2,90,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,mental,NA,NA,NA
S175,M,20,24,70,Mental,M,2,100,3,NA,NA,NA,NA,20,244.55,96.45113,1.136163,201,NA,0,mental,NA,NA,NA
S175,M,82,24,88,Mental,M,2,100,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,mental,NA,NA,NA
S175,M,35,24,71,Mental,M,2,110,3,NA,NA,NA,NA,1,67,NA,NA,NA,NA,0,mental,NA,NA,NA
S175,M,38,24,72,Mental,M,2,120,3,NA,NA,NA,NA,28,153.1428571,NA,5.729046,NA,152.0272929,0,mental,NA,NA,NA
S175,M,40,24,73,Mental,M,2,130,3,NA,NA,NA,NA,21,169.1428571,162.7816,2.782901,1466,NA,1,mental,NA,NA,NA
S175,M,48,24,74,Mental,M,2,140,4,NA,NA,NA,NA,14,251.5,136.5365,2.048147,1785,57.02278137,1,mental,NA,NA,NA
S175,M,49,24,75,Mental,M,2,150,4,NA,NA,NA,NA,22,177.5454545,131.1669,1.398503,NA,NA,2,mental,NA,NA,NA
S175,M,50,24,76,Mental,M,2,160,4,NA,NA,NA,NA,20,279.15,152.7241,2.132423,1333,44.57589912,5,mental,NA,NA,NA
S175,M,7,24,63,Mental,M,2,30,1,NA,NA,NA,NA,12,NA,NA,7.870546,NA,NA,0,swap1,NA,NA,NA
S176,F,21,24,67,Mental,M,2,70,2,NA,NA,NA,NA,32,179.46875,119.5159,1.755898,NA,NA,0,mental,NA,NA,NA
S176,F,80,24,85,Mental,M,2,70,2,NA,NA,NA,NA,32,236.1875,125.7996,1.705849,NA,NA,0,mental,NA,NA,NA
S176,F,57,24,78,Mental,M,2,0,1,NA,NA,NA,NA,17,268.0588235,200.3686,3.021334,419,NA,0,mental,NA,NA,NA
S176,F,1,24,61,Mental,M,2,10,1,NA,NA,NA,NA,38,180.8947368,154.094,1.304171,NA,117.8378922,0,mental,NA,NA,NA
S176,F,58,24,79,Mental,M,2,10,1,NA,NA,NA,NA,19,242.2631579,210.7931,2.256517,NA,NA,0,mental,NA,NA,NA
S176,F,3,24,62,Mental,M,2,20,1,NA,NA,NA,NA,1,201,NA,NA,NA,NA,0,mental,NA,NA,NA
S176,F,59,24,80,Mental,M,2,20,1,NA,NA,NA,NA,6,97.33333333,253.1929,0.6051447,334,NA,0,mental,NA,NA,NA
S176,F,63,24,81,Mental,M,2,30,1,NA,NA,NA,NA,19,221.2631579,149.6869,2.555767,NA,NA,0,mental,NA,NA,NA
S176,F,6,24,63,Mental,M,2,30,1,NA,NA,NA,NA,5,119.8,NA,0.7568713,182,NA,0,mental,NA,NA,NA
S176,F,9,24,64,Mental,M,2,40,1,NA,NA,NA,NA,23,193.6521739,191.5219,2.986505,NA,NA,0,mental,NA,NA,NA
S176,F,66,24,82,Mental,M,2,40,1,NA,NA,NA,NA,15,140.8666667,198.2146,2.806321,1946,197.4297295,0,mental,NA,NA,NA
S176,F,15,24,65,Mental,M,2,50,2,NA,NA,NA,NA,16,145,NA,6.198512,NA,NA,0,mental,NA,NA,NA
S176,F,73,24,83,Mental,M,2,50,2,NA,NA,NA,NA,6,200.1666667,NA,2.164094,NA,NA,0,mental,NA,NA,NA
S176,F,20,24,66,Mental,M,2,60,2,NA,NA,NA,NA,6,NA,NA,2.569249,968,NA,0,mental,NA,NA,NA
S176,F,77,24,84,Mental,M,2,60,2,NA,NA,NA,NA,3,155.6666667,NA,4.00575,NA,NA,0,mental,NA,NA,NA
S176,F,82,24,86,Mental,M,2,80,2,NA,NA,NA,NA,12,244.5833333,190.6747,2.771607,NA,NA,0,mental,NA,NA,NA
S176,F,23,24,68,Mental,M,2,80,2,NA,NA,NA,NA,7,235.8571429,198.7662,1.102294,NA,NA,0,mental,NA,NA,NA
S176,F,25,24,69,Mental,M,2,90,3,NA,NA,NA,NA,5,170.2,NA,4.514879,534,NA,0,mental,NA,NA,NA
S176,F,84,24,87,Mental,M,2,90,3,NA,NA,NA,NA,8,156.625,226.5726,1.373478,318,NA,0,mental,NA,NA,NA
S176,F,85,24,88,Mental,M,2,100,3,NA,NA,NA,NA,14,152.7142857,NA,3.126065,NA,NA,0,mental,NA,NA,NA
S176,F,26,24,70,Mental,M,2,100,3,NA,NA,NA,NA,13,166.9230769,174.64,1.953461,NA,235.9837341,0,mental,NA,NA,NA
S176,F,32,24,71,Mental,M,2,110,3,NA,NA,NA,NA,14,232.2142857,173.9058,2.179436,NA,NA,0,mental,NA,NA,NA
S176,F,33,24,72,Mental,M,2,120,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,mental,NA,NA,NA
S176,F,36,24,73,Mental,M,2,130,3,NA,NA,NA,NA,11,NA,282.5307,2.4314,150,NA,1,mental,NA,NA,NA
S176,F,40,24,74,Mental,M,2,140,4,NA,NA,NA,NA,24,267.7083333,139.7314,2.437839,NA,40.04794693,1,mental,NA,NA,NA
S176,F,42,24,75,Mental,M,2,150,4,NA,NA,NA,NA,14,147.6428571,172.8367,1.283948,NA,NA,2,mental,NA,NA,NA
S176,F,51,24,76,Mental,M,2,160,4,NA,NA,NA,NA,27,166.1481481,142.9087,1.346978,1350,47.4049902,4,mental,NA,NA,NA
S176,F,54,24,77,Mental,M,2,170,4,NA,NA,NA,NA,40,151.05,109.2657,1.58408,NA,NA,17,mental,NA,NA,NA
S176,F,86,24,89,Mental,M,2,110,3,NA,NA,NA,16,45,153.1555556,120.2839,1.390674,NA,NA,0,swap2,NA,NA,NA
S176,F,90,24,90,Mental,M,2,120,3,NA,NA,NA,16,40,115.425,141.3322,1.320435,NA,NA,0,swap2,NA,NA,NA
S177,F,73,27,85,Mental,M,2,70,2,NA,NA,NA,NA,6,161.3333333,NA,1.549391,NA,NA,0,mental,NA,NA,NA
S177,F,23,27,67,Mental,M,2,70,2,NA,NA,NA,NA,86,174.0930233,108.3831,1.758637,NA,36.69355117,0,mental,NA,NA,NA
S177,F,49,27,78,Mental,M,2,0,1,NA,NA,NA,NA,35,249.2857143,102.5884,1.877923,1366,NA,0,mental,NA,NA,NA
S177,F,6,27,61,Mental,M,2,10,1,NA,NA,NA,NA,11,200.0909091,154.8081,2.741304,NA,NA,0,mental,NA,NA,NA
S177,F,54,27,79,Mental,M,2,10,1,NA,NA,NA,NA,5,NA,NA,6.893412,NA,NA,0,mental,NA,NA,NA
S177,F,57,27,80,Mental,M,2,20,1,NA,NA,NA,NA,11,157.9090909,240.8678,1.268949,NA,NA,0,mental,NA,NA,NA
S177,F,9,27,62,Mental,M,2,20,1,NA,NA,NA,NA,14,142.7857143,199.5437,2.128696,1167,NA,0,mental,NA,NA,NA
S177,F,61,27,81,Mental,M,2,30,1,NA,NA,NA,NA,22,142.4090909,157.2652,2.381762,NA,NA,0,mental,NA,NA,NA
S177,F,16,27,64,Mental,M,2,40,1,NA,NA,NA,NA,15,262.4,211.703,1.796534,400,76.4913559,0,mental,NA,NA,NA
S177,F,65,27,82,Mental,M,2,40,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,mental,NA,NA,NA
S177,F,67,27,83,Mental,M,2,50,2,NA,NA,NA,NA,20,214.3,132.863,1.860349,NA,NA,0,mental,NA,NA,NA
S177,F,19,27,65,Mental,M,2,50,2,NA,NA,NA,NA,17,241.2941176,169.2048,1.130489,NA,NA,0,mental,NA,NA,NA
S177,F,21,27,66,Mental,M,2,60,2,NA,NA,NA,NA,25,185,202.6854,2.515327,NA,NA,0,mental,NA,NA,NA
S177,F,70,27,84,Mental,M,2,60,2,NA,NA,NA,NA,16,122.125,197.9821,2.50766,NA,NA,0,mental,NA,NA,NA
S177,F,24,27,68,Mental,M,2,80,2,NA,NA,NA,NA,13,123.3076923,NA,5.566219,NA,NA,0,mental,NA,NA,NA
S177,F,74,27,86,Mental,M,2,80,2,NA,NA,NA,NA,2,100,50.20831,0.04236988,NA,NA,0,mental,NA,NA,NA
S177,F,80,27,87,Mental,M,2,90,3,NA,NA,NA,NA,11,145.6363636,158.7836,1.991058,918,NA,0,mental,NA,NA,NA
S177,F,28,27,69,Mental,M,2,90,3,NA,NA,NA,NA,7,NA,NA,2.931183,NA,NA,0,mental,NA,NA,NA
S177,F,81,27,88,Mental,M,2,100,3,NA,NA,NA,NA,5,344,111.5191,3.643355,NA,NA,0,mental,NA,NA,NA
S177,F,30,27,70,Mental,M,2,100,3,NA,NA,NA,NA,18,184.5,167.5255,2.186692,NA,185.5444794,0,mental,NA,NA,NA
S177,F,33,27,71,Mental,M,2,110,3,NA,NA,NA,NA,16,108.4375,256.5955,2.556898,NA,NA,0,mental,NA,NA,NA
S177,F,85,27,89,Mental,M,2,110,3,NA,NA,NA,NA,30,236.6666667,171.0611,1.945453,NA,NA,0,mental,NA,NA,NA
S177,F,89,27,90,Mental,M,2,120,3,NA,NA,NA,NA,31,154.8709677,234.9176,2.142641,NA,NA,0,mental,NA,NA,NA
S177,F,35,27,72,Mental,M,2,120,3,NA,NA,NA,NA,11,259.1818182,NA,0.9056386,399,NA,0,mental,NA,NA,NA
S177,F,36,27,73,Mental,M,2,130,3,NA,NA,NA,NA,12,119.5,255.2009,2.309461,917,102.4285202,1,mental,NA,NA,NA
S177,F,43,27,75,Mental,M,2,150,4,NA,NA,NA,NA,13,NA,121.4725,2.835718,NA,NA,2,mental,NA,NA,NA
S177,F,44,27,76,Mental,M,2,160,4,NA,NA,NA,NA,9,NA,64.65893,2.00505,NA,NA,4,mental,NA,NA,NA
S177,F,46,27,77,Mental,M,2,170,4,NA,NA,NA,NA,74,188.8918919,109.0994,1.592756,NA,93.27651342,10,mental,NA,NA,NA
S177,F,15,27,63,Mental,M,2,30,1,NA,NA,NA,NA,31,189.483871,220.5574,2.222943,NA,41.32160187,0,swap1,NA,NA,NA
S177,F,40,27,74,Mental,M,2,140,4,NA,NA,NA,NA,23,166.2173913,131.36,1.172957,NA,NA,2,swap1,NA,NA,NA
S179,M,77,27,85,Mental,M,2,70,2,NA,NA,NA,NA,NA,255.447619,100.8872,1.763578,NA,NA,0,mental,NA,NA,NA
S179,M,51,27,78,Mental,M,2,0,1,NA,NA,NA,NA,14,226.4285714,152.6553,2.28627,936,NA,0,mental,NA,NA,NA
S179,M,6,27,61,Mental,M,2,10,1,NA,NA,NA,NA,14,177.6428571,217.7688,1.845245,1735,NA,0,mental,NA,NA,NA
S179,M,53,27,79,Mental,M,2,10,1,NA,NA,NA,NA,21,190.6666667,160.9754,2.084174,NA,58.28853544,0,mental,NA,NA,NA
S179,M,8,27,62,Mental,M,2,20,1,NA,NA,NA,NA,18,187.1666667,134.8892,2.220972,NA,NA,0,mental,NA,NA,NA
S179,M,56,27,80,Mental,M,2,20,1,NA,NA,NA,NA,NA,241.0865385,102.5492,1.820206,NA,74.42520727,0,mental,NA,NA,NA
S179,M,62,27,81,Mental,M,2,30,1,NA,NA,NA,NA,22,146.9545455,152.0242,2.04498,783,NA,0,mental,NA,NA,NA
S179,M,15,27,64,Mental,M,2,40,1,NA,NA,NA,NA,21,274.9047619,170.2022,2.765142,NA,NA,0,mental,NA,NA,NA
S179,M,69,27,82,Mental,M,2,40,1,NA,NA,NA,NA,39,182.6923077,167.5706,2.103239,NA,20.34379768,0,mental,NA,NA,NA
S179,M,20,27,65,Mental,M,2,50,2,NA,NA,NA,NA,13,175.8461538,189.7743,1.983547,1386,44.46841335,0,mental,NA,NA,NA
S179,M,72,27,83,Mental,M,2,50,2,NA,NA,NA,NA,19,145.8947368,215.0516,1.63447,NA,NA,0,mental,NA,NA,NA
S179,M,22,27,66,Mental,M,2,60,2,NA,NA,NA,NA,13,132.1538462,249.6921,0.8865008,NA,NA,0,mental,NA,NA,NA
S179,M,75,27,84,Mental,M,2,60,2,NA,NA,NA,NA,9,181.6666667,190.6676,2.257037,NA,NA,0,mental,NA,NA,NA
S179,M,24,27,67,Mental,M,2,70,2,NA,NA,NA,NA,9,161.3333333,102.2131,1.083356,NA,NA,0,mental,NA,NA,NA
S179,M,28,27,68,Mental,M,2,80,2,NA,NA,NA,NA,3,155.3333333,NA,2.322133,NA,NA,0,mental,NA,NA,NA
S179,M,79,27,86,Mental,M,2,80,2,NA,NA,NA,NA,12,201.4166667,170.7016,2.440153,NA,43.68097941,0,mental,NA,NA,NA
S179,M,29,27,69,Mental,M,2,90,3,NA,NA,NA,NA,11,171.5454545,134.1762,2.519814,1120,NA,0,mental,NA,NA,NA
S179,M,80,27,87,Mental,M,2,90,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,mental,NA,NA,NA
S179,M,82,27,88,Mental,M,2,100,3,NA,NA,NA,NA,11,132.0909091,172.488,1.481623,1453,NA,0,mental,NA,NA,NA
S179,M,30,27,70,Mental,M,2,100,3,NA,NA,NA,NA,2,75.5,NA,0.3484284,NA,NA,0,mental,NA,NA,NA
S179,M,89,27,89,Mental,M,2,110,3,NA,NA,NA,NA,7,NA,213.043,1.134455,734,NA,0,mental,NA,NA,NA
S179,M,35,27,71,Mental,M,2,110,3,NA,NA,NA,NA,16,192.8125,102.4242,1.014591,NA,NA,0,mental,NA,NA,NA
S179,M,40,27,72,Mental,M,2,120,3,NA,NA,NA,NA,13,136.0769231,191.0659,2.081948,NA,NA,0,mental,NA,NA,NA
S179,M,41,27,73,Mental,M,2,130,3,NA,NA,NA,NA,5,117,NA,2.8455,251,NA,1,mental,NA,NA,NA
S179,M,42,27,74,Mental,M,2,140,4,NA,NA,NA,NA,18,194.6666667,224.5174,1.769315,834,28.48986435,2,mental,NA,NA,NA
S179,M,43,27,75,Mental,M,2,150,4,NA,NA,NA,NA,20,174.4,85.74355,1.245045,NA,61.64100552,2,mental,NA,NA,NA
S179,M,46,27,76,Mental,M,2,160,4,NA,NA,NA,NA,54,180.9259259,126.5663,2.021998,NA,NA,4,mental,NA,NA,NA
S179,M,47,27,77,Mental,M,2,170,4,NA,NA,NA,NA,21,256.5714286,79.07919,2.340113,NA,NA,10,mental,NA,NA,NA
S179,M,12,27,63,Mental,M,2,30,1,NA,NA,NA,NA,5,140.4,262.7516,2.753283,NA,NA,0,swap1,NA,NA,NA
S179,M,90,27,90,Mental,M,2,120,3,NA,NA,NA,16,NA,168.3134328,95.79437,1.415682,NA,56.83411579,0,swap2,NA,NA,NA
S182,M,75,22,85,Mental,M,2,70,2,NA,NA,NA,NA,32,152.78125,NA,8.038659,NA,NA,0,mental,NA,NA,NA
S182,M,55,22,78,Mental,M,2,0,1,NA,NA,NA,NA,16,333.5625,NA,2.323719,NA,142.8728371,0,mental,NA,NA,NA
S182,M,58,22,79,Mental,M,2,10,1,NA,NA,NA,NA,17,168.7058824,253.908,1.096072,NA,NA,0,mental,NA,NA,NA
S182,M,3,22,61,Mental,M,2,10,1,NA,NA,NA,NA,24,145.2916667,163.4362,2.089884,83,NA,0,mental,NA,NA,NA
S182,M,60,22,80,Mental,M,2,20,1,NA,NA,NA,NA,4,271.5,NA,23.76511,NA,NA,0,mental,NA,NA,NA
S182,M,5,22,62,Mental,M,2,20,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,mental,NA,NA,NA
S182,M,62,22,81,Mental,M,2,30,1,NA,NA,NA,NA,2,NA,NA,26.5105,NA,NA,0,mental,NA,NA,NA
S182,M,10,22,63,Mental,M,2,30,1,NA,NA,NA,NA,25,202.28,141.5032,1.794109,NA,174.1277008,0,mental,NA,NA,NA
S182,M,63,22,82,Mental,M,2,40,1,NA,NA,NA,NA,14,142.9285714,150.5325,0.9059036,NA,NA,0,mental,NA,NA,NA
S182,M,12,22,64,Mental,M,2,40,1,NA,NA,NA,NA,9,187.1111111,116.5624,1.972048,NA,NA,0,mental,NA,NA,NA
S182,M,16,22,65,Mental,M,2,50,2,NA,NA,NA,NA,22,226.8636364,145.1024,2.102448,NA,NA,0,mental,NA,NA,NA
S182,M,71,22,83,Mental,M,2,50,2,NA,NA,NA,NA,4,250.5,NA,4.524583,NA,NA,0,mental,NA,NA,NA
S182,M,17,22,66,Mental,M,2,60,2,NA,NA,NA,NA,8,110.375,NA,1.493762,234,NA,0,mental,NA,NA,NA
S182,M,72,22,84,Mental,M,2,60,2,NA,NA,NA,NA,8,179.5,256.3132,2.573005,NA,NA,0,mental,NA,NA,NA
S182,M,19,22,67,Mental,M,2,70,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,mental,NA,NA,NA
S182,M,23,22,68,Mental,M,2,80,2,NA,NA,NA,NA,7,157.2857143,NA,6.798584,NA,NA,0,mental,NA,NA,NA
S182,M,78,22,86,Mental,M,2,80,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,mental,NA,NA,NA
S182,M,25,22,69,Mental,M,2,90,3,NA,NA,NA,NA,17,167.8823529,181.191,1.400642,NA,38.97047901,0,mental,NA,NA,NA
S182,M,79,22,87,Mental,M,2,90,3,NA,NA,NA,NA,9,166.8888889,NA,2.258082,NA,NA,0,mental,NA,NA,NA
S182,M,29,22,70,Mental,M,2,100,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,mental,NA,NA,NA
S182,M,80,22,88,Mental,M,2,100,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,mental,NA,NA,NA
S182,M,33,22,71,Mental,M,2,110,3,NA,NA,NA,NA,25,218.88,151.4861,1.906658,NA,128.56007,0,mental,NA,NA,NA
S182,M,85,22,89,Mental,M,2,110,3,NA,NA,NA,NA,14,165.5,165.9675,1.877078,599,NA,0,mental,NA,NA,NA
