Participant,Task,Fixation Count,Total Fixation Duration [ms],Average Fixation Duration [ms]
P821,2,75,35616.21,474.8828
P825,2,199,117921.2,592.5688442211056
P831,2,150,63510.07,423.40046666666666
P855,2,240,110610.54,460.87724999999995
P867,2,94,59600.22,634.0448936170213
P876,2,159,59798.46000000001,376.09094339622646
P901,2,94,38688.659999999996,411.5814893617021
P906,2,603,342075.78,567.2898507462687
P920,2,411,232638.82,566.0311922141119
P932,2,463,202342.46999999997,437.0247732181425
P952,2,341,139587.59,409.34777126099704
P963,2,611,216769.78,354.7786906710311
P108,3,600,264706.47,441.17744999999996
P164,3,364,197219.61,541.8121153846154
P165,3,397,183778.93000000002,462.91921914357687
P169,3,424,205993.84,485.8345283018868
P193,3,439,169075.91999999998,385.1387699316628
P228,3,286,109723.29999999999,383.64790209790203
P309,3,629,305038.82,484.95837837837837
P313,3,302,138799.38999999998,459.6006291390728
P320,3,482,246780.03,511.9917634854772
P322,3,653,310951.54,476.18918836140887
P327,3,152,58812.86,386.9267105263158
P340,3,256,107456.59999999999,419.75234374999997
P370,3,371,194082.95,523.1346361185985
P372,3,459,235033.86000000002,512.056339869281
P376,3,375,164016.24000000002,437.37664000000007
P379,3,707,311954.77,441.23729844413015
P382,3,448,180249.33,402.3422544642857
P393,3,531,253581.18,477.554011299435
P431,3,690,313006.84,453.6331014492754
P435,3,508,299320.56,589.2137007874015
P442,3,480,203117.37,423.1611875
P459,3,697,311066.5,446.29340028694406
P490,3,201,220018.46,1094.6192039800994
P523,3,683,313822.63,459.47676427525624
P539,3,714,306583.01,429.3879691876751
P548,3,421,211347.78,502.013729216152
P561,3,628,319588.39,508.89871019108284
P604,3,317,163444.27,515.5970662460568
P606,3,671,328738.37,489.9230551415797
P620,3,420,201377.08000000002,479.46923809523815
P623,3,256,146588.86,572.612734375
P627,3,530,252961.12,477.28513207547167
P637,3,239,104087.15,435.51108786610877
P641,3,350,159547.78999999998,455.8508285714285
P709,3,222,101871.34,458.8799099099099
P718,3,717,305115.23,425.54425383542537
P722,3,716,308877.44,431.3930726256983
P742,3,547,254471.74,465.21341864716635
P745,3,588,289843.00999999995,492.9302891156462
P763,3,335,138407.71000000002,413.1573432835822
P783,3,666,297628.29000000004,446.8893243243244
P785,3,633,310914.5800000001,491.17627172195904
P797,3,677,321067.54,474.25042836041354
P821,3,677,318017.08999999997,469.7445937961595
P825,3,237,100425.17,423.7348945147679
P831,3,780,333716.43,427.8415769230769
P855,3,353,156592.9,443.60594900849856
P867,3,419,231058.59,551.4524821002386
P876,3,380,136994.26,360.51121052631584
P901,3,228,98093.01999999999,430.23254385964907
P906,3,661,311604.0,471.4130105900151
P920,3,611,307764.53,503.70626841243865
P932,3,364,156311.46000000002,429.427087912088
P952,3,99,46967.65,474.42070707070707
P963,3,811,276815.31,341.3259062885327
P108,4,131,58287.48,444.94259541984735
P164,4,88,48561.58,551.8361363636363
P165,4,460,275319.88999999996,598.5215
P169,4,275,145883.18000000002,530.484290909091
P193,4,293,149937.56,511.73228668941977
P228,4,443,208505.55,470.66715575620765
P309,4,293,180510.87,616.0780546075085
P313,4,111,57300.780000000006,516.2232432432432
P320,4,217,124096.31,571.872396313364
